IPERE,Menage,M_AUTO,M_PERS,M_DOMSM,M_revenu,M_dist_train,M_dist_metro,M_dist_centre,M_emploiTC,P_RANG,P_SEXE,P_AGE,P_GRAGE,P_STATUT,P_PERMIS,D_HREDE,D_MOTIF
174911,1105996,1,1,122,5,1.578040633,0.6934093097999999,2.877541946,675695,1,2,59,12,1,1,945,1
174930,1105999,1,2,110,5,6.081856863,1.300751269,6.081856863,577765,1,1,34,7,1,1,900,1
174943,1106005,2,2,612,5,43.346614269999996,33.09281289,44.67903727,2545,2,2,52,11,1,1,620,1
174966,1106014,1,4,107,6,3.765072955,1.076989207,6.97684751,723025,4,1,9,2,3,5,750,4
174981,1106020,2,4,116,5,11.147181560000002,2.9306145339999996,14.14458495,336175,2,1,32,7,1,1,530,1
175019,1106051,2,2,522,4,1.790182693,19.97283256,25.20353928,1725,2,1,60,13,1,1,630,1
175046,1106061,1,2,108,1,0.9792864531000001,1.764643253,10.06300762,756290,2,2,5,2,3,5,700,4
175083,1106073,3,5,621,8,17.37581322,20.543116819999998,30.57577251,24540,1,2,24,5,1,1,715,1
175090,1106073,3,5,621,8,17.37581322,20.543116819999998,30.57577251,24540,4,1,19,4,3,2,730,4
175098,1106074,2,5,631,2,6.53331455,20.58713213,35.397678979999995,14420,4,2,16,4,3,2,900,4
175106,1106081,1,2,622,2,14.29337714,22.63153325,32.66418893,5825,2,2,5,2,3,5,700,4
175126,1106083,1,3,106,3,4.488280755,0.9184597706,4.488280755,691810,3,1,14,3,3,5,730,4
175135,1106093,1,1,302,3,4.656823516999999,5.530841998,11.12771918,65935,1,2,49,10,1,1,600,1
175174,1106123,1,2,112,4,9.003639534,1.454275529,11.1353004,538230,2,2,63,13,1,1,715,1
175208,1106151,1,2,110,2,5.8749991360000005,2.129367764,7.552720066,630710,2,2,39,8,1,1,600,1
175279,1106204,2,2,645,2,12.39481117,27.24720646,39.78247729,3120,1,1,65,14,4,1,500,1
175297,1106206,2,5,119,5,3.7469119639999997,1.6184882909999998,11.31164639,211060,5,2,7,2,3,5,830,4
175334,1106232,4,2,108,7,1.066056208,2.550553853,12.65653311,496085,1,2,45,10,1,1,800,1
175355,1106249,0,1,404,7,1.206102467,10.019498890000001,24.050468400000003,96815,1,1,52,11,1,2,712,1
175377,1106258,1,3,106,6,4.26028855,0.82115099,4.959371557000001,634745,2,2,35,8,1,1,700,1
175410,1106265,1,3,511,3,27.9180767,32.82428434,36.52643279,16390,2,1,26,6,1,1,630,1
175420,1106273,1,4,109,3,7.217873963,3.505266103,12.30882067,469135,2,1,30,7,1,1,800,1
175438,1106286,2,2,544,3,2.3595794569999997,22.27136224,23.74490473,4005,1,2,24,5,3,1,1030,4
175444,1106292,2,2,119,2,0.645653115,1.9769582499999998,12.082937509999999,591085,1,1,36,8,1,1,630,1
175451,1106300,3,3,113,3,17.42457163,6.7455558149999995,17.42457163,119240,3,2,22,5,3,1,1200,4
175460,1106310,2,2,302,7,4.478169049,4.367962549,9.964839737,87190,1,2,50,11,1,1,730,1
175488,1106338,2,1,611,3,31.81647115,21.56266977,33.14889415,10585,1,1,44,9,1,1,500,1
175513,1106346,5,5,645,8,16.22532401,31.077719300000002,43.61299013,2305,5,1,15,4,3,5,845,4
175511,1106346,5,5,645,8,16.22532401,31.077719300000002,43.61299013,2305,4,1,16,4,3,1,845,4
175519,1106357,2,2,403,4,3.5331673869999998,4.500343435,16.78298873,125680,1,2,53,11,1,1,630,1
175563,1106377,1,5,302,5,6.830071395,4.314999277,9.911876464,49710,3,1,17,4,3,1,830,4
175573,1106381,2,3,112,3,12.95717727,1.506909586,12.95717727,366470,1,2,45,10,1,1,700,1
175596,1106397,3,3,124,8,3.8306845320000003,3.222321922,9.053976421,296180,3,2,53,11,1,1,900,1
175604,1106398,2,4,544,3,1.2654490459999999,20.997688429999997,22.47123091,7280,3,1,21,5,3,2,700,4
175612,1106400,4,4,116,6,11.250935649999999,2.8853573580000003,14.09932777,336175,3,1,48,10,1,1,1530,1
175636,1106418,2,3,104,5,2.183768297,0.9517137038,6.426697399,527040,3,1,19,4,3,1,730,4
175634,1106418,2,3,104,5,2.183768297,0.9517137038,6.426697399,527040,2,1,58,12,1,1,830,1
175653,1106428,1,2,130,1,0.4035955797,13.64929748,19.17982616,87910,2,2,7,2,3,5,900,4
175708,1106494,2,5,622,3,14.31698233,19.46171675,29.49437244,9015,4,1,7,2,3,5,800,4
175720,1106500,1,2,561,5,25.897776999999998,44.47946983,45.95301231,370,2,2,62,13,1,2,715,1
175853,1106572,2,4,622,6,14.0368678,23.332583009999997,34.054867359999996,835,2,1,39,8,1,1,730,1
175871,1106579,4,4,523,3,6.990735248,23.90422752,29.50110471,1800,2,1,52,11,1,1,630,1
175901,1106614,2,2,132,7,2.993173335,14.20053134,24.84415187,37465,2,1,62,13,1,1,830,1
175942,1106657,1,2,110,5,5.995045461,1.2139398670000001,5.995045461,577765,1,1,50,11,1,1,745,1
175970,1106673,1,4,110,3,4.084542692,1.0325785029999999,7.036704434,729645,4,1,11,3,3,5,830,4
175989,1106696,2,3,641,7,6.544863997,16.3844388,32.59702385,14440,1,2,52,11,1,1,800,1
176028,1106742,2,2,303,5,2.391460134,5.773875788000001,11.34126806,63560,1,1,54,11,1,1,630,1
176071,1106772,1,4,307,2,5.628389574,12.29343549,16.911717229999997,29375,2,1,50,11,1,2,730,1
176069,1106772,1,4,307,2,5.628389574,12.29343549,16.911717229999997,29375,1,2,50,11,2,2,730,1
176075,1106772,1,4,307,2,5.628389574,12.29343549,16.911717229999997,29375,4,2,6,2,3,5,745,4
176106,1106783,1,5,119,2,3.971195573,1.747623832,11.36581222,452220,3,1,13,3,3,5,750,4
176150,1106811,3,4,623,2,18.7838171,22.29170418,32.32435986,5625,1,2,44,9,1,1,700,1
176244,1106873,1,4,107,3,2.8629000369999997,0.3393777021,7.670473247,756640,1,2,42,9,1,1,730,1
176321,1106917,4,5,532,8,20.572943029999998,19.1752979,24.60341539,5250,2,2,48,10,1,1,740,1
176333,1106918,2,5,132,1,1.1718134130000002,9.790393831,20.434014360000003,63325,3,1,10,3,3,5,730,4
176385,1106953,4,4,137,4,2.668737242,15.01034347,25.653964,30615,2,2,49,10,1,1,800,1
176401,1106973,2,4,404,6,3.982232255,7.000752666,23.21448699,87955,2,1,54,11,1,1,630,1
176419,1106980,2,5,531,7,12.6838416,17.12396359,22.72084078,5610,3,1,5,2,3,5,750,4
176423,1106981,0,2,121,4,2.4105171679999997,0.39136197229999997,4.730709423,752195,1,1,55,12,1,2,800,1
176466,1107007,0,3,103,2,2.429329727,0.3039433901,3.144207042,788915,2,2,51,11,1,2,615,1
176464,1107007,0,3,103,2,2.429329727,0.3039433901,3.144207042,788915,1,1,51,11,1,2,1400,1
176624,1107113,2,4,622,6,16.80908094,19.98201961,30.0146753,20590,4,1,14,3,3,5,900,4
176616,1107113,2,4,622,6,16.80908094,19.98201961,30.0146753,20590,1,1,51,11,1,1,700,1
176695,1107145,2,7,401,8,6.974374625,11.543990019999999,26.79962183,79830,1,2,40,9,1,1,630,1
176709,1107148,3,2,511,4,26.40358339,31.30979104,35.011939489999996,10105,2,2,47,10,1,1,1000,1
176727,1107163,2,2,531,3,12.575124879999999,17.03889398,22.63577117,5610,2,2,48,10,1,1,1420,1
176732,1107171,2,3,132,2,2.452322374,9.512324765999999,20.1559453,69800,3,1,25,6,1,1,800,1
176736,1107173,1,2,306,7,3.185989862,5.861445799,9.304551950999999,77345,1,2,58,12,1,1,1215,1
176741,1107175,1,1,661,2,2.6732232490000003,35.48066912,51.693254159999995,2995,1,1,68,14,1,1,720,1
176751,1107192,2,4,136,3,4.92678349,18.729257099999998,29.372877629999998,26960,2,1,43,9,1,1,530,1
176777,1107210,2,3,631,3,5.240203342,18.08376225,32.8943091,11115,3,2,14,3,3,5,700,4
176823,1107255,2,4,408,6,15.590587589999998,13.862134249999999,23.89478994,68045,1,1,36,8,1,1,650,1
176866,1107273,2,2,403,6,6.389733579,4.7406182470000005,19.85340022,131865,2,1,40,9,1,1,630,1
176882,1107283,2,2,511,7,31.28120566,37.2393007,40.94144915,17365,2,1,43,9,1,1,400,1
176920,1107306,3,4,621,4,27.17192962,20.89119774,32.47742212,5515,2,1,23,5,3,1,1300,4
176946,1107316,1,5,119,2,1.940789477,1.833531296,9.523250571,360450,2,2,12,3,3,5,715,4
176955,1107321,1,2,108,5,2.3582944,0.6935210343,11.73524445,874435,1,1,55,12,1,1,700,1
177070,1107383,2,3,119,3,3.7106136320000003,2.298990873,12.9426114,413490,2,1,53,11,1,1,400,1
177105,1107401,1,4,113,2,18.374032070000002,7.650132012,18.374032070000002,54475,2,2,31,7,2,1,845,1
177113,1107403,2,2,106,2,4.035649004,0.7261754872,4.995928414,641330,1,2,27,6,1,1,715,1
177139,1107420,2,4,544,3,1.891615965,20.92913853,23.11905642,9070,4,1,14,3,3,5,830,4
177135,1107420,2,4,544,3,1.891615965,20.92913853,23.11905642,9070,2,1,44,9,1,1,550,1
177143,1107426,2,5,643,6,3.41366408,21.24183564,37.454420680000005,31725,2,2,37,8,1,1,730,1
177178,1107449,1,5,119,8,0.5978165314,2.009128661,12.11073784,591085,1,2,44,9,2,2,1045,1
177184,1107449,1,5,119,8,0.5978165314,2.009128661,12.11073784,591085,2,1,48,10,1,1,1700,1
177201,1107459,2,4,107,2,1.472644165,1.7087204679999999,7.971124178,641080,2,2,23,5,3,1,900,1
177222,1107473,1,4,106,5,4.532161317,1.028304679,4.955226167,580000,2,2,58,12,1,1,730,1
177237,1107481,4,4,622,2,7.645595731999999,20.67929665,33.21456749,4165,1,2,52,11,1,1,800,1
177244,1107486,1,2,106,8,4.265146688,0.9424156977,5.130404480999999,580000,1,2,58,12,1,1,700,1
177275,1107491,2,2,511,2,29.55289415,34.45910179,38.16125024,13565,1,2,59,12,1,1,700,1
177302,1107532,2,4,561,4,30.489642879999998,49.071335700000006,50.54487818,1545,4,2,10,3,3,5,745,4
177296,1107532,2,4,561,4,30.489642879999998,49.071335700000006,50.54487818,1545,1,2,35,8,1,1,800,1
177345,1107558,2,3,112,7,13.76116499,2.185341219,13.76116499,247625,3,1,28,6,1,1,700,1
177343,1107558,2,3,112,7,13.76116499,2.185341219,13.76116499,247625,2,2,50,11,1,1,700,1
177358,1107565,1,1,404,2,3.149867694,9.44268282,25.656417140000002,87955,1,2,64,13,1,1,1130,1
177465,1107640,1,2,116,8,9.39465546,2.5035117049999998,12.524903109999999,443635,2,1,58,12,1,1,715,1
177498,1107673,3,2,545,5,13.18999146,35.254947460000004,36.728489950000004,715,1,2,29,6,1,1,540,1
177511,1107676,2,5,404,6,1.599229816,9.472775107,24.44359575,16425,4,2,14,3,3,5,730,4
177522,1107685,3,3,119,6,4.064963751,2.0807554930000003,11.88647423,211060,3,2,18,4,3,1,730,4
177602,1107743,3,4,402,4,2.09108352,11.15735513,24.55876287,31900,1,1,50,11,1,1,715,1
177607,1107743,3,4,402,4,2.09108352,11.15735513,24.55876287,31900,4,1,14,3,3,5,845,4
177644,1107765,2,2,645,7,13.67463131,28.527026600000003,41.06229743,1285,2,2,54,11,1,1,1615,1
177646,1107772,2,2,133,6,1.051357453,12.38615435,22.94458265,67955,1,1,63,13,1,1,730,1
177677,1107793,1,1,546,1,17.72762368,36.309316509999995,37.78285899,10900,1,2,63,13,2,1,725,1
177690,1107806,3,5,612,3,40.343314899999996,30.08951351,41.67573788999999,14620,2,1,32,7,1,1,730,1
177709,1107814,0,2,103,1,4.334090769,0.589610123,7.098691253,525420,2,2,21,5,1,2,730,1
177719,1107818,2,4,511,2,34.18369586,40.16594274,43.86809119,1820,3,2,6,2,3,5,845,4
177723,1107818,2,4,511,2,34.18369586,40.16594274,43.86809119,1820,4,2,9,2,3,5,845,4
177766,1107867,2,5,117,3,7.258225941,3.0089923819999997,11.000635749999999,491330,1,1,50,11,1,1,500,1
177778,1107872,1,2,632,6,1.109595008,18.50227503,32.34827386,19125,1,1,50,11,1,1,930,1
177794,1107892,1,4,104,6,1.385494851,1.247593972,5.563542958,659935,2,1,54,11,1,1,730,1
177865,1107927,2,4,126,8,0.9436964773,4.384466786,9.161159955999999,414080,4,2,12,3,3,5,700,4
177911,1107947,2,5,511,4,23.80525416,29.05993392,33.20500784,0,2,1,34,7,1,1,600,1
177931,1107956,3,5,109,5,5.813231494,2.644737466,11.21316155,33435,1,2,46,10,1,1,745,1
177934,1107956,3,5,109,5,5.813231494,2.644737466,11.21316155,33435,2,1,54,11,1,1,830,1
177952,1107967,2,2,544,4,1.71052812,22.13601184,23.60955432,4005,1,2,49,10,1,1,630,1
177970,1107986,1,2,406,2,1.573947229,0.8124991056,15.51328413,689550,1,1,61,13,1,1,700,1
177979,1107987,3,3,511,4,34.17031887,39.43275378,43.13490223,1820,3,1,18,4,3,1,600,4
177990,1107992,1,5,633,4,3.6448577,20.833265169999997,34.67926399,4775,4,1,12,3,3,5,900,4
178037,1108022,2,4,113,4,18.92642729,8.02563792,19.52525467,44120,1,1,47,10,1,1,630,1
178051,1108030,6,4,531,4,19.20216965,25.22950793,30.826385119999998,1280,4,2,19,4,3,1,600,4
178063,1108040,2,2,302,7,5.145227677,4.42032322,10.01720041,87190,1,1,61,13,1,1,700,1
178078,1108055,2,4,114,8,12.57527993,7.578645475,18.98862935,106410,1,2,41,9,1,1,630,1
178086,1108056,3,2,404,6,6.2930845710000005,10.63174656,26.30200174,48930,1,2,47,10,1,1,530,1
178152,1108107,1,2,644,3,3.049663138,15.38194101,28.57092122,16290,2,2,54,11,1,1,740,1
178185,1108131,2,4,108,6,0.6841330451000001,1.4163040820000001,10.56941018,603520,4,1,13,3,3,5,730,4
178181,1108131,2,4,108,6,0.6841330451000001,1.4163040820000001,10.56941018,603520,2,1,51,11,1,1,730,1
178187,1108138,2,2,104,6,1.8663418999999999,0.39740211140000004,5.881340247,840980,1,1,54,11,1,1,800,1
178189,1108138,2,2,104,6,1.8663418999999999,0.39740211140000004,5.881340247,840980,2,2,54,11,1,1,800,1
178225,1108168,2,3,633,6,2.362812306,19.71219398,33.5581928,4775,2,1,29,6,1,1,600,1
178245,1108182,3,2,621,7,27.388059300000002,21.07856265,32.66478703,5515,2,1,32,7,1,1,800,1
178256,1108183,1,4,623,3,22.76566088,23.66790185,33.70055753,8450,3,1,9,2,3,5,840,4
178323,1108210,1,6,118,1,5.922422813,4.2576494480000004,13.38363454,427725,6,1,11,3,3,5,730,4
178358,1108220,2,5,108,3,3.716075084,2.051301719,12.22068494,603270,4,2,10,3,3,5,1300,4
178352,1108220,2,5,108,3,3.716075084,2.051301719,12.22068494,603270,3,1,11,3,3,5,800,4
178365,1108226,1,2,117,2,6.718875003,2.7984041459999998,10.59705252,595725,2,1,59,12,1,1,1400,1
178402,1108247,1,3,128,2,2.8240596260000004,3.08966838,10.03875463,257925,1,1,20,5,2,2,745,4
178406,1108247,1,3,128,2,2.8240596260000004,3.08966838,10.03875463,257925,3,1,35,8,1,2,800,1
178414,1108263,0,2,107,3,3.131270693,0.5247528346,5.503239906,709255,1,2,33,7,1,1,600,1
178446,1108292,2,4,651,3,12.1480965,26.378985250000003,42.59157029,670,2,1,31,7,1,1,500,1
178453,1108301,0,3,111,2,3.78264715,0.6553463776,3.78264715,655410,1,2,47,10,1,1,730,1
178467,1108305,1,2,127,2,4.894606543,0.8859994457,6.453131206,509855,2,1,17,4,3,1,715,4
178526,1108336,1,4,303,2,2.727013832,5.394449249,10.96184152,97510,3,1,48,10,1,1,630,1
178530,1108340,2,2,408,4,15.276638329999999,13.54818499,23.58084067,68045,1,1,57,12,1,1,700,1
178588,1108386,3,4,136,3,5.266328644000001,19.308927230000002,29.95254776,4005,1,1,18,4,3,1,900,4
178603,1108390,2,4,645,3,13.74580336,28.598198649999997,41.13346949,1285,2,1,31,7,1,1,545,1
178608,1108394,2,2,308,7,6.712463597,9.218135904999999,11.40805379,37540,1,1,56,12,1,1,730,1
178731,1108496,0,2,107,2,1.572847786,0.7877455232999999,5.862137807,810970,2,2,58,12,1,2,730,1
178881,1108560,2,3,622,5,14.64884433,22.81050304,32.84315872,5825,3,1,10,3,3,5,800,4
178873,1108560,2,3,622,5,14.64884433,22.81050304,32.84315872,5825,1,1,49,10,1,1,900,1
178922,1108585,2,3,531,6,10.637746929999999,20.57108627,26.16796346,2950,2,1,52,11,1,1,615,1
178945,1108598,2,3,302,5,5.097190393,7.418072682,13.01494987,66870,2,2,55,12,1,1,710,1
178969,1108630,2,2,113,3,16.989905309999997,5.743904641,16.989905309999997,119240,1,2,56,12,1,1,530,1
178978,1108631,0,3,103,7,3.902848026,0.5173920044,6.251385269,525420,3,1,22,5,3,2,800,4
178986,1108635,4,3,308,4,7.27532014,9.939032334,13.9637514,26870,1,1,54,11,1,1,700,1
178999,1108639,4,2,408,3,14.43480296,17.02683619,27.059491870000002,14480,1,1,71,15,2,1,630,1
179046,1108673,2,4,120,6,0.7998365738,1.6156438089999998,7.202721819000001,492830,2,1,53,11,1,1,800,1
179099,1108705,2,5,118,4,6.191550320999999,4.526776956,13.78061528,366825,3,2,7,2,3,5,720,4
179124,1108715,2,3,406,1,1.161872755,0.615292078,15.72649174,689550,3,2,7,2,3,5,750,4
179159,1108755,1,2,110,8,5.913522924,0.6831305962,5.913522924,675555,1,1,61,13,1,1,700,1
179161,1108755,1,2,110,8,5.913522924,0.6831305962,5.913522924,675555,2,2,62,13,1,1,730,1
179211,1108785,1,2,405,2,1.657896319,10.34445573,22.879726559999998,12545,2,2,50,11,1,1,730,1
179228,1108794,2,4,118,1,9.81542194,8.150648575,16.778167850000003,127535,3,1,8,2,3,5,710,4
179258,1108837,1,3,112,3,9.540290942,0.3668685545,9.540290942,710365,2,1,42,9,1,1,700,1
179256,1108837,1,3,112,3,9.540290942,0.3668685545,9.540290942,710365,1,2,43,9,1,1,1200,1
179273,1108843,4,3,309,4,11.39488557,11.369466580000001,16.966343769999998,51665,3,1,50,11,1,1,1530,1
179302,1108856,3,4,136,4,3.095315082,14.672778480000002,25.23120678,34045,2,1,54,11,1,1,530,1
179310,1108856,3,4,136,4,3.095315082,14.672778480000002,25.23120678,34045,4,2,8,2,3,5,710,4
179318,1108860,1,4,121,7,1.329362895,0.8175652442000001,5.545775206,752195,1,1,51,11,1,1,900,1
179330,1108860,1,4,121,7,1.329362895,0.8175652442000001,5.545775206,752195,4,1,5,2,3,5,900,4
179354,1108890,1,2,105,7,1.4356123909999998,1.295249404,6.5461771870000005,632655,2,2,40,9,1,2,600,1
179352,1108890,1,2,105,7,1.4356123909999998,1.295249404,6.5461771870000005,632655,1,1,40,9,1,1,815,1
179402,1108909,4,4,114,7,12.74951018,7.338433904,18.74841778,106410,4,2,54,11,1,1,830,1
179410,1108910,1,4,108,7,1.435532073,0.8484286810999999,8.528818357,579720,2,1,43,9,1,1,1500,1
179412,1108910,1,4,108,7,1.435532073,0.8484286810999999,8.528818357,579720,3,1,15,4,3,5,745,4
179488,1108953,2,3,104,6,2.026939695,2.2418205469999997,7.430085791000001,449060,3,1,25,6,3,1,1300,4
179504,1108970,2,3,110,6,4.392189284,1.2003624400000001,7.03034909,652875,1,1,53,11,1,1,630,1
179520,1108980,2,3,136,2,4.206834363,18.009307970000002,28.6529285,27340,3,1,20,5,2,1,1030,1
179527,1108988,2,3,109,3,4.4621754199999994,0.541704563,8.919352096,786940,2,1,25,6,1,1,700,1
179556,1108996,3,7,611,1,25.61781409,15.3640127,26.950237079999997,19445,3,2,14,3,3,5,830,4
179567,1108997,3,5,511,4,29.476813630000002,34.38302128,38.085169730000004,13565,1,2,49,10,1,1,610,1
179606,1109014,2,2,124,5,2.8660008710000002,4.380078139,10.211732640000001,85635,2,1,80,16,1,1,730,1
179651,1109052,0,1,112,1,13.48027934,1.904455569,13.48027934,247625,1,1,60,13,1,2,600,1
179699,1109091,2,4,632,2,1.4899005090000002,17.097293689999997,30.94329251,4090,3,1,5,2,3,5,720,4
179847,1109187,2,3,408,2,15.12598976,13.39753642,23.43019211,68045,3,1,56,12,1,1,630,1
179840,1109187,2,3,408,2,15.12598976,13.39753642,23.43019211,68045,1,2,55,12,2,1,1310,1
179950,1109253,2,2,611,2,30.9742491,20.720447710000002,32.30667209,14710,2,2,27,6,1,1,730,1
179948,1109253,2,2,611,2,30.9742491,20.720447710000002,32.30667209,14710,1,2,60,13,1,1,1445,1
179996,1109287,3,3,302,4,2.671299662,6.149780635,11.7171729,55545,2,2,56,12,1,1,1100,1
179998,1109287,3,3,302,4,2.671299662,6.149780635,11.7171729,55545,3,1,28,6,1,1,1200,1
180026,1109311,1,4,122,3,1.292262025,1.2273346059999999,3.0875342999999997,679495,3,2,22,5,2,2,730,1
180038,1109331,2,2,631,4,4.561498093999999,20.77506547,35.58561232,14420,1,1,58,12,1,1,700,1
180073,1109368,2,5,113,6,19.812224559999997,9.558423179,21.144647560000003,24745,3,2,15,4,3,5,705,4
180079,1109371,0,2,101,2,0.6651833023,0.2730665867,0.6651833023,780925,1,2,30,7,2,2,800,1
180092,1109375,3,5,306,1,5.31687717,7.329375304,11.7372504,67350,3,1,19,4,3,1,700,4
180104,1109379,2,3,129,6,2.055714069,8.480567902999999,13.50215968,34765,1,2,32,7,1,1,650,1
180121,1109384,1,2,543,6,4.223526398,17.55872468,19.74864256,4700,2,1,76,16,1,1,530,1
180123,1109388,1,2,111,7,4.25661388,0.4273495882,4.25661388,716530,1,1,37,8,1,1,900,1
180135,1109397,2,4,113,2,17.280985960000002,6.512928375,17.280985960000002,119240,4,1,16,4,3,2,800,4
180176,1109419,2,2,108,6,3.292575178,1.531803997,10.24108691,558070,2,1,50,11,1,1,730,1
180197,1109427,3,8,308,2,4.226077903999999,6.731750211,8.921668098,258985,8,2,7,2,3,5,745,4
180319,1109489,1,3,112,6,9.193891970000001,1.101131425,9.943802304999998,664645,1,2,45,10,1,1,900,1
180335,1109499,1,2,110,2,5.673574158,1.886388989,9.607601831,588470,1,2,58,12,1,1,810,1
180348,1109501,2,6,116,2,10.677445910000001,4.178302354,14.50264893,111495,4,2,16,4,3,2,750,4
180357,1109503,1,4,108,8,4.4318027540000005,2.767029388,12.492038280000001,528200,3,2,19,4,3,1,600,4
180411,1109521,1,3,622,2,7.423908806,19.143127810000003,31.67839864,4165,3,1,5,2,3,5,715,4
180425,1109530,1,5,108,4,0.9229007243,2.593846717,12.69982597,496085,3,2,7,2,3,5,835,4
180492,1109597,2,2,611,3,31.47910063,21.225299240000002,32.81152362,18060,2,1,65,14,1,1,630,1
180514,1109603,2,6,532,4,20.45900015,19.06135501,24.4894725,5250,4,1,7,2,3,5,645,4
180503,1109603,2,6,532,4,20.45900015,19.06135501,24.4894725,5250,1,1,47,10,1,1,500,1
180512,1109603,2,6,532,4,20.45900015,19.06135501,24.4894725,5250,3,2,8,2,3,5,645,4
180534,1109625,1,1,511,4,32.545093980000004,38.52734087,42.22948932,7955,1,1,47,10,1,1,620,1
180612,1109665,2,2,643,3,1.730928271,18.03931364,34.25189868,38780,2,1,52,11,1,1,400,1
180637,1109673,1,3,118,3,9.649099726000001,7.98432636,16.61184563,127535,2,1,28,6,1,1,530,1
180653,1109679,2,5,402,2,5.6860992790000005,8.010698915,22.11008236,51985,2,1,38,8,1,1,700,1
180664,1109689,0,2,107,4,1.310381093,0.2133366668,6.555328117,877790,1,2,59,12,1,1,745,1
180689,1109692,2,4,511,1,31.49218551,37.4744324,41.17658085,11985,2,1,43,9,5,1,545,1
180723,1109704,2,4,114,2,13.36194809,7.223668441,18.72620455,106410,3,1,6,2,3,5,730,4
180733,1109709,1,3,611,2,30.876847870000002,20.62304649,32.20927087,3800,3,2,56,12,3,2,1200,4
180743,1109714,0,2,110,7,3.8766355669999997,0.6298204611,7.600891068,729645,1,1,59,12,1,1,730,1
180771,1109743,1,3,102,6,1.204408527,0.5525432660999999,1.204408527,711805,3,1,60,13,1,1,830,1
180767,1109743,1,3,102,6,1.204408527,0.5525432660999999,1.204408527,711805,1,2,29,6,5,1,1730,4
180822,1109783,2,2,303,2,2.332249881,5.98732126,11.55471353,63560,1,1,36,8,1,1,900,1
180859,1109811,1,4,105,1,0.9757322069000001,1.150407485,5.815278169,611070,3,1,16,4,3,2,830,4
180884,1109822,1,5,115,2,16.41187005,5.65125438,16.41187005,53105,3,1,5,2,3,5,730,4
180895,1109831,1,2,109,7,5.558806641,1.409929647,10.245263730000001,191180,1,2,64,13,1,1,1100,1
180906,1109834,1,2,108,7,3.4420113000000003,1.6812401190000001,10.56665704,558070,2,1,23,5,3,2,1200,4
180926,1109850,2,4,117,2,7.078510919,2.913126792,11.71668136,300085,3,2,31,7,1,1,730,1
180947,1109861,2,2,523,3,0.2301884471,27.151196919999997,30.3376078,34175,1,2,52,11,1,1,700,1
180971,1109868,1,5,110,7,4.9476998640000005,1.91285511,6.803179567,577445,3,2,14,3,3,5,715,4
180975,1109868,1,5,110,7,4.9476998640000005,1.91285511,6.803179567,577445,5,2,9,2,3,5,720,4
180969,1109868,1,5,110,7,4.9476998640000005,1.91285511,6.803179567,577445,2,1,38,8,1,1,700,1
180981,1109869,3,5,531,2,18.09474971,24.12208799,29.718965179999998,1280,3,2,44,9,1,1,1130,1
181004,1109887,1,6,107,2,1.52613894,1.107735993,7.401671406,720855,2,1,33,7,2,2,830,1
181012,1109887,1,6,107,2,1.52613894,1.107735993,7.401671406,720855,6,1,6,2,3,5,730,4
181135,1109972,0,1,130,2,0.9403196098,14.22149034,19.75201902,87910,1,2,34,7,1,1,705,1
